ESCH COLI      0624-83 11000001011000111011000110111100001011110010101
ESCH COLI      3352-86 01000001111000111010000110111100001011110010101
ESCH COLI      3117-78 01000001111000111010000110111100001011110010101
ESCH COLI      2542-79 01000001111000111010000110111100001011110010101
ESCH COLI      2476-80 01000001111000111010000110111100001011110010101
ESCH COLI      1510-80 01000001111000111010000110111100001011110010101
ESCH COLI      3353-85 01000001011000111011000110111100001011110010101
ESCH COLI      3117-77 01000001011000111011000110111100001011110010101
ESCH COLI      2327-80 01000001011000111011000110111100001011110010111
ESCH COLI      1703-80 01000001011000111011000110111100001011110010111
ESCH COLI      2884-79 01000001111000111010000110111100001010110010101
ESCH COLI      1623-79 01000001111000111010000110111100001010110010101
ESCH COLI      0651-80 01000001111000111010000110111100001010110010101
ESCH COLI      0554-86 01000001011000111010000110111100001011110010111
ESCH COLI      3173-86 01000001110000111010000110111100001011100010101
ESCH COLI      1888-79 01000001111000111010000110111100001011100010101
ESCH COLI      0692-84 11000001011000111011000110111100001011100010101
ESCH COLI      3185-78 01000001111001111010000110111100001011110010111
ESCH COLI      0142-80 11000011011000111010000110111100001010110010111
ESCH COLI      0487-85 01000001111000100011000110111100001011110011111
ESCH COLI      1205-78 11000001011000111011000110111100001010100010101
ESCH COLI      0276-80 11000101101000111011000110111100001011110010111
ESCH COLI      0951-84 11001001110000111010000110111100001010110010101
ESCH COLI      2883-80 01000001110000101011000110111101001011100010111
ESCH COLI      0397-82 11000001111000111011000110111100001001100010111
ESCH COLI      2795-73 11000101111000111011000110111100001111110010101
ESCH COLI      0242-81 01000000011000111011000111111100001011110010101
ESCH COLI      1447-80 01000000111000111011000111110100001011110010101
ESCH COLI      3321-77 11000101101000111011000110111100001101110010101
ESCH COLI      1910-73 11000001101000111010000110111100001001110110101
ESCH COLI      1911-73 11000001111000111010000110111100001101110010101
MOEL WISC      2553-77 01010000000010101110110001010000011110000110101
MOEL WISC      2897-78 01010000000010101110010001010000011110000110101
MOEL WISC      2896-78 01010000000010101110010001010000011110000110101
MOEL WISC      2552-77 01010000000010101110010001010000011110000110101
SERR PRO1      4047-82 11111011110101100110100101101000000011111111101
SERR MARC      0699-82 01100101011111100100000000001010010010001110101
SERR MAR1      0942-80 01010000010001100110100100011110010010000100111
SERR MARC      3312-76 00110001011010110110111100010100011010110010001
SERR MARC      1325-76 00110001011110100110111100010110011110110110110
SERR MAR1      0583-80 01010000000010100110100101010110010010110100111
SERR MAR1      4318-85 01000001010010100110100101010100010010000110101
SERR MAR1      4630-86 01110000001110101110111000010110010110101110101
SERR MARC      0882-82 01110000011110110110111101010100010010100110101
SERR MARC      0385-81 01110001010101100110111100000110010010111100111
SERR MAR1      0358-81 01110000010111100110111101010110010010101110101
SERR MAR1      4007-85 01000000011010101110100100010100010010101110101
SERR MAR1      4026-87 01000001001110100110110100010100010010100100101
SERR MARC      1072-80 00100001001111110110101100011100010010001110111
SERR MARC      1629-81 01110000000110110110101100000100010010101110101
SERR MARC      2576-78 00100001010110110110111100010100010010001110101
SERR MAR1      0862-79 01010001110110100110110100010110010010101110111
SERR MARC      4792-84 01010000011100100110101100010100010010101110101
SERR MARC      4238-88 00100001001100110110100100010100010010001110101
SERR MARC      4200-88 00100001001110100110100100010100010010001110101
SERR MAR1      0489-80 01000001010010100110100100010100010010011110101
SERR MAR1      4025-85 01000000011010100110100100010100010010101110101
SERR MAR1      4024-85 01000000011010100110100100010100010010101110101
SERR MAR1      4023-85 01000000011010100110100100010100010010101110101
SERR MAR1      2422-57 01000001011110100110100100010110010010101110101
SERR MARC      1544-80 01110001011111100110010100000100010010011110001
