Vibrio harveyi                   0859 STD3-1022               001110010101010011000111000000010010100000101000000001000001100001111111000000011100011100001111
Vibrio harveyi                   0860 STD3-1017               011110010001010011000111000000010010100000100000000001000000000001111110000000011000010100001011
Vibrio harveyi                   0861 STD3-1023               001111010101010111000111000000010010100000101000000001010001100001111111000000011100011100001111
Vibrio harveyi                   0863 STD3-1015               011110110001010101000111001001110010101000101000000101000001000011111111000001011100011100001111
Vibrio harveyi                   0864 STD3-1029               001111010101010111000111000000010010100000101000000001010001000001111111000000011100011100001111
Vibrio harveyi                   0865 STD3-1011               001110010101010111000111000000010010100000101000000001010001100001111111000000011100011100001111
Vibrio harveyi                   0867 STD3-1002               001110010101010011000111000000010010100000100000000001000001000001110111000000011100011100001111
Vibrio harveyi                   0868 STD3-1042               001110010101010011000111000000010010100000101000000001000001000001111111000000011100011100001111
Vibrio harveyi                   0870 STD3-1005               001110010101010011000111000000010010100000101000000001000001100001111111000001011100011100001111
Vibrio harveyi                   0871 STD3-1000               001110010101010011000111000000010010100000101000000001000001000001111111000000001100011100001111
Vibrio harveyi                   0873 STD3-999                001110010101010111000111000000010011100000101000000001000001100001111111000001011100011100001111
Vibrio harveyi                   0874 STD3-1056               011110010101010011000111001000010011100000100000000101010001000111111111000001011100011000001111
Vibrio harveyi                   0875 STD3-1010               011110110101010101000111000001110011101000101000000101010001000011111111010001011100011100001111
Vibrio harveyi                   0876 STD3-1019               001110010101010111000111000000010010100000101000000001010001100001111111000001011100011100001111
Vibrio harveyi                   0878 STD3-1024               001100010101010011000111000000010011100000101000000001000001100001111111000001011100011100001111
Vibrio harveyi                   0879 STD3-1035               001111010101010111000111000000010011100000101000000001010001000001111111000000011100011100001111
Vibrio harveyi                   0880 STD3-1033               001111010101010111000111000000010010100000101000000001010001100001111111000000011100011100001111
Vibrio harveyi                   0881 STD3-1041               001110010101010011000111000000010010100000101000000001000001100001111111000001011100011100001111
Vibrio harveyi                   0882 STD3-1053               001111010101010011000111000000010011100000101000000001010001100001111111000001011100011100001111
Vibrio harveyi                   0883 ART-131t1               001110010101010011000111011000010010100000101000000101010001000001111110000000011100011100001111
Vibrio harveyi                   0885 STD3-1067               001110010101010011000111000000010010100000101000000001000001100001111111000001011100011100001111
Vibrio harveyi                   0887 STD3-1009               011110010101010011000101000000010011100000101010000001010001000001111111000000011100011100001011
Vibrio harveyi                   0889 STD3-1089               001111010001010011000111000000010010100000101000000001010001100001111111000001011100011100001011
Vibrio harveyi                   0893 STD3-1091               001111010101010111000111000000010010100000101000000001010001100001111011000000011100011100001111
Vibrio harveyi                   0894 STD3-1092               011110010001010111000111001000010010100000100000000001000000000001111110000000011100011100001111
Vibrio harveyi                   0895 STD3-1090               001110010101010011000111000000010010100000101000000001000001100001111111000000011100011100001111
Vibrio harveyi                   0897 STD3-1079               001111010001010111000111000000010010100000101000000001010001100001111111000000011100011100001111
Vibrio harveyi                   0898 STD3-1086               001110010001010011000111000000010011100000101000000001000001100001111111000001011100011100001011
Vibrio harveyi                   0901 STD3-1081               001100010001010011000111000000010010100000101000000001000001100001111111000000011100011100001011
Vibrio harveyi                   0902 STD3-1038               001110010001010011000111000000010010000000101000000001000001000001110111000000011100011100001111
Vibrio harveyi                   0905 STD3-1082               001110010101010011000111000000010010100000101000000001000001100001111111000001011100011100001111
